                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 2.1044,                 2.2169,                 2.4622,                0.89951,                0.77908,                 0.8418,                0.44951,                 1.5437,                 1.3316,                 1.7333,             0.00066616,             0.00066616,             0.00066616
